sample_id,file_size_kb,entropy,num_sections,has_digital_signature,suspicious_imports,tls_callbacks_count,debug_size,shadow_copies_deleted,registry_run_modified,file_rename_rate_per_sec,file_modification_entropy_avg,suspicious_extension_changed,cpu_spike_ratio,memory_consumption_mb,network_c2_connections,label,family
MALWARE_01090,1019.21,6.7635,9,0,11,1,0,0,1,20.21,7.8709,24,0.8782,59.73,1,1,Ryuk
BENIGN_01759,1313.2,5.4593,5,1,0,0,56,0,0,0.0,3.6552,0,0.1778,145.99,0,0,Benign
MALWARE_02366,834.93,7.8223,9,1,7,1,0,1,1,51.66,7.9218,21,0.9921,25.32,1,1,Ryuk
MALWARE_00311,854.22,7.5268,7,0,7,0,56,1,1,45.64,7.6195,17,0.846,50.39,1,1,LockBit
BENIGN_00924,1661.12,5.2044,5,1,0,0,84,0,0,0.0,4.1883,0,0.1152,46.1,1,0,Benign
MALWARE_00381,761.67,7.2586,2,0,1,0,0,1,1,80.06,7.5941,15,0.8812,62.63,1,1,REvil
BENIGN_00269,20.0,5.8091,4,1,0,0,84,0,0,0.1,4.8292,0,0.2824,95.82,0,0,Benign
BENIGN_00670,1985.83,4.7028,5,1,0,0,84,0,0,1.08,5.0752,0,0.1268,142.21,0,0,Benign
MALWARE_01976,483.74,7.7695,7,0,6,0,0,1,1,38.18,7.7833,17,0.8723,41.71,1,1,WannaCry
BENIGN_01911,1837.94,3.855,4,1,0,0,56,0,0,0.04,3.9512,0,0.1754,128.35,0,0,Benign
MALWARE_00486,1418.68,7.8395,5,0,4,0,0,1,1,39.13,7.9378,21,0.8023,58.35,1,1,LockBit
BENIGN_01153,2407.75,5.287,4,0,1,0,0,0,0,0.44,5.7253,0,0.05,108.39,0,0,Benign
MALWARE_02318,187.04,7.7084,9,0,3,1,28,1,0,17.21,7.2476,25,0.6722,62.91,1,1,REvil
MALWARE_00956,528.7,7.4249,2,0,2,2,0,1,1,55.93,7.6365,14,0.9816,37.82,3,1,LockBit
MALWARE_01742,834.08,7.4223,7,0,5,1,0,1,1,37.61,7.6452,16,0.8532,81.64,2,1,WannaCry
MALWARE_02050,1099.77,7.8299,2,0,5,0,0,1,1,57.16,7.4449,19,0.8271,51.76,2,1,Ryuk
BENIGN_02173,1606.79,4.3869,5,1,1,1,0,0,0,0.07,4.4525,0,0.1439,59.72,0,0,Benign
MALWARE_02016,972.58,7.99,9,0,1,0,0,1,1,46.66,7.4681,13,0.8838,40.7,1,1,Cerber
BENIGN_01916,1036.53,4.7664,5,1,0,0,56,0,0,0.01,4.1897,0,0.05,78.88,0,0,Benign
BENIGN_00613,3097.82,4.0142,4,1,0,0,56,0,0,0.09,4.068,0,0.1398,125.13,0,0,Benign
BENIGN_02407,1664.57,5.2483,4,1,0,0,84,0,0,0.41,4.0884,0,0.1301,136.86,0,0,Benign
MALWARE_01706,686.26,7.99,9,0,5,0,0,0,1,50.98,7.7053,15,0.6893,67.04,1,1,Maze
BENIGN_01899,1270.41,4.7647,3,1,0,0,56,0,0,0.61,5.0846,0,0.1618,130.98,0,0,Benign
BENIGN_01650,429.33,6.2339,3,1,0,0,56,0,0,0.11,5.0434,0,0.1111,141.4,0,0,Benign
MALWARE_00108,152.37,7.8076,9,0,4,0,0,1,0,34.32,7.29,19,0.8653,78.7,3,1,LockBit
BENIGN_00259,595.84,6.7293,4,0,0,0,56,0,0,0.01,4.454,0,0.3165,32.78,1,0,Benign
BENIGN_00848,1216.91,6.0512,5,1,0,0,56,0,0,0.09,4.6813,0,0.1155,108.07,0,0,Benign
MALWARE_01752,425.45,7.99,7,0,1,0,0,1,1,69.45,7.7206,21,0.9976,62.43,1,1,Maze
BENIGN_01234,2233.34,4.2529,5,1,0,0,56,0,0,0.33,3.1047,0,0.2044,172.87,0,0,Benign
BENIGN_01128,2154.84,4.5303,6,1,1,0,56,0,0,0.14,4.121,0,0.1874,201.76,0,0,Benign
BENIGN_01968,1132.71,5.2085,4,1,0,1,56,0,0,0.03,4.3475,0,0.2022,184.77,0,0,Benign
BENIGN_00559,36.25,5.2928,4,1,1,0,84,0,0,0.16,3.6684,0,0.1234,155.16,0,0,Benign
MALWARE_01406,626.17,7.7232,9,0,4,0,0,1,0,69.86,7.7454,21,0.8843,39.89,1,1,Cerber
BENIGN_00485,1647.04,4.4685,5,0,0,0,84,0,0,0.13,4.099,0,0.1239,139.52,0,0,Benign
BENIGN_01321,1211.44,4.6243,4,1,1,0,0,0,0,0.1,3.2571,0,0.05,100.44,0,0,Benign
MALWARE_00905,107.53,7.4281,5,0,6,0,0,1,1,32.89,7.5922,16,0.8767,8.0,3,1,Maze
BENIGN_00008,20.0,4.3725,5,1,0,0,0,0,0,0.33,3.303,0,0.2232,136.44,0,0,Benign
MALWARE_00780,669.1,7.427,5,1,4,0,0,1,1,36.97,7.6333,16,0.7328,32.79,3,1,LockBit
MALWARE_00690,826.67,7.2634,9,0,3,0,0,1,1,35.62,7.8026,19,0.9757,50.9,1,1,LockBit
BENIGN_01451,1766.4,5.0613,5,1,0,0,84,0,0,0.15,3.9258,0,0.1708,27.9,1,0,Benign
MALWARE_01481,586.85,7.515,5,0,5,1,0,1,1,54.14,7.7453,15,1.0,54.03,2,1,LockBit
BENIGN_01815,2107.32,6.055,6,1,0,0,84,0,0,0.21,4.2491,0,0.1761,195.61,0,0,Benign
BENIGN_00774,2683.59,3.7315,5,1,1,0,112,0,0,0.32,3.7986,0,0.2147,113.52,0,0,Benign
BENIGN_01012,1868.26,4.3999,5,1,0,0,56,0,0,0.59,4.5192,0,0.1687,146.72,0,0,Benign
MALWARE_00319,435.43,7.9451,5,0,2,0,0,1,1,56.46,7.651,15,0.871,70.47,1,1,REvil
MALWARE_00776,1057.84,7.3588,5,0,3,0,28,0,1,49.66,7.751,19,0.7516,28.2,2,1,Maze
BENIGN_01992,1172.24,4.4445,6,1,0,0,56,0,0,0.15,4.3787,0,0.0529,188.88,0,0,Benign
BENIGN_01278,2475.41,5.3885,6,1,0,0,56,0,0,0.06,3.8579,0,0.1489,80.88,0,0,Benign
BENIGN_01784,1807.39,3.8433,5,1,0,0,0,0,0,0.1,4.2801,0,0.0937,147.86,1,0,Benign
MALWARE_00606,613.22,7.5818,7,0,3,1,0,1,1,23.72,7.9412,14,0.8567,42.26,1,1,LockBit
BENIGN_00447,565.88,4.8073,4,1,0,0,0,0,0,0.25,3.8979,0,0.138,81.69,0,0,Benign
BENIGN_00881,1868.0,6.1802,3,1,0,0,56,0,0,0.28,3.6637,0,0.0617,45.49,0,0,Benign
MALWARE_01960,67.93,7.2649,9,0,2,0,0,1,0,27.03,7.7328,20,0.8124,8.0,2,1,Cerber
BENIGN_00782,1958.76,4.0568,5,1,0,0,56,0,0,0.1,4.8793,0,0.0647,35.81,0,0,Benign
BENIGN_01750,20.0,4.2715,6,1,0,0,84,0,0,0.2,4.0444,0,0.124,179.76,0,0,Benign
MALWARE_00889,554.01,7.7391,5,0,5,1,28,1,1,68.42,7.8546,17,0.6172,65.4,2,1,Maze
MALWARE_02382,740.39,7.2909,7,0,4,0,0,1,1,47.63,7.9057,22,1.0,71.84,1,1,WannaCry
BENIGN_00884,418.63,4.6173,6,0,0,0,0,0,0,0.15,4.5695,0,0.1973,112.18,0,0,Benign
MALWARE_00445,290.32,7.2581,7,0,3,1,0,1,1,41.47,7.6515,16,0.8443,48.94,2,1,WannaCry
BENIGN_01092,1362.09,4.8787,4,1,2,0,84,0,0,0.58,3.752,0,0.205,41.14,0,0,Benign
MALWARE_02284,1243.71,7.5368,7,0,3,0,0,1,1,67.81,7.744,21,0.8817,27.75,1,1,Cerber
BENIGN_00532,1007.41,5.3797,4,1,0,0,0,0,0,0.05,4.4691,0,0.05,125.42,1,0,Benign
MALWARE_01523,731.73,7.99,7,0,5,0,0,0,1,64.36,7.5616,12,0.8893,79.78,1,1,Cerber
MALWARE_01922,447.1,7.8703,5,0,5,1,0,1,1,33.62,7.717,21,0.7278,49.29,1,1,Ryuk
MALWARE_01599,457.04,7.3136,5,0,5,0,28,1,0,39.69,7.6889,17,0.6759,8.0,4,1,REvil
BENIGN_01728,2845.07,2.6622,5,1,0,0,56,0,0,0.13,3.5484,0,0.058,45.39,0,0,Benign
BENIGN_00611,2464.65,4.0506,5,1,1,0,56,0,0,0.24,4.5352,0,0.1375,137.15,0,0,Benign
BENIGN_00571,1141.92,5.3215,4,0,0,0,0,0,0,0.02,4.609,0,0.227,58.69,0,0,Benign
MALWARE_00172,587.4,7.1033,2,0,7,0,28,0,1,42.79,7.2651,20,0.7284,73.56,1,1,REvil
MALWARE_01219,894.09,7.7766,2,0,5,0,0,1,1,40.21,7.6097,15,0.8861,31.39,2,1,Cerber
BENIGN_00344,2532.52,5.9664,6,1,2,0,56,0,0,0.18,3.3023,0,0.4022,63.83,0,0,Benign
MALWARE_00501,317.59,7.9158,2,0,6,0,28,1,1,54.28,7.6501,19,0.974,59.01,3,1,WannaCry
MALWARE_00640,512.16,7.0273,9,0,5,1,0,1,1,43.49,7.5544,21,0.5437,30.65,2,1,REvil
BENIGN_00435,511.09,5.8035,6,0,0,0,84,0,0,0.69,4.3395,0,0.2221,96.54,0,0,Benign
BENIGN_01904,2737.16,4.1039,5,1,0,0,0,0,0,0.11,5.1319,0,0.2281,179.54,0,0,Benign
MALWARE_01305,476.13,7.99,9,0,7,2,0,1,1,47.32,7.4615,16,0.9638,41.45,2,1,Cerber
MALWARE_02277,617.0,7.1337,7,0,3,0,0,1,1,58.64,7.6294,20,0.8157,30.83,1,1,LockBit
BENIGN_02070,1526.28,3.8532,4,1,1,0,0,0,0,0.5,4.3624,0,0.05,144.35,0,0,Benign
BENIGN_01538,2402.34,5.3553,5,1,0,1,84,0,0,0.17,3.7336,0,0.1286,15.0,0,0,Benign
BENIGN_02253,44.33,4.6725,6,1,0,0,56,0,0,0.29,4.9048,0,0.087,147.23,0,0,Benign
BENIGN_02347,920.41,5.7521,4,1,0,0,56,0,0,0.52,5.2225,0,0.2242,175.64,0,0,Benign
BENIGN_01518,1762.83,5.218,5,1,0,0,112,0,0,0.04,3.9889,0,0.0541,157.48,1,0,Benign
BENIGN_00966,1466.13,3.8674,3,1,1,0,0,0,0,0.26,5.3141,0,0.0523,244.91,0,0,Benign
MALWARE_01907,1069.17,7.8002,7,0,5,1,0,1,1,63.8,7.7208,17,0.7444,19.58,2,1,WannaCry
BENIGN_00529,1941.57,4.5247,5,1,0,0,56,0,0,0.22,3.335,0,0.2161,78.84,0,0,Benign
BENIGN_00177,1813.93,4.3928,4,1,0,0,56,0,0,0.28,3.8243,0,0.1512,167.75,0,0,Benign
MALWARE_00983,277.55,7.198,9,0,0,0,0,0,0,38.07,7.7261,15,0.7912,56.1,2,1,Ryuk
MALWARE_00044,1041.47,7.6125,2,0,5,0,0,0,0,36.65,7.7341,11,0.9332,15.88,2,1,Ryuk
MALWARE_02436,782.69,7.2155,9,0,8,0,0,1,1,53.75,7.734,16,0.8915,39.05,3,1,Cerber
BENIGN_00573,627.81,4.6862,3,1,0,0,0,0,0,0.06,3.964,0,0.089,81.98,0,0,Benign
BENIGN_02300,744.03,4.4126,5,1,1,0,84,0,0,0.24,4.5043,0,0.1749,126.82,0,0,Benign
MALWARE_01009,499.72,7.2766,2,0,2,0,0,1,1,30.58,7.3925,23,0.7769,44.27,1,1,REvil
BENIGN_02460,1244.39,3.8225,5,0,0,0,56,0,0,0.07,3.3966,0,0.05,70.08,1,0,Benign
MALWARE_01110,667.82,7.7725,7,0,5,1,0,1,1,39.81,7.5279,20,1.0,49.13,3,1,REvil
MALWARE_02055,850.04,7.3295,2,0,5,1,0,1,1,55.04,7.6462,18,0.8471,49.85,2,1,Cerber
BENIGN_02209,1566.84,3.7208,4,1,0,0,84,0,0,0.35,3.3842,0,0.0523,55.22,0,0,Benign
MALWARE_02221,522.1,7.2291,7,0,5,0,0,1,1,57.21,7.7687,20,0.789,33.4,1,1,REvil
MALWARE_00256,456.81,7.7308,7,0,2,2,56,1,1,60.51,7.7489,17,0.9552,13.05,2,1,LockBit
BENIGN_00384,890.92,4.9604,5,1,0,0,0,0,0,0.37,4.0085,0,0.2514,134.44,0,0,Benign
BENIGN_00853,734.34,5.4917,3,1,0,0,0,0,0,0.02,5.1677,0,0.2257,166.73,0,0,Benign
BENIGN_01881,718.74,5.0963,4,1,0,0,0,0,0,0.02,5.5823,0,0.1931,40.3,0,0,Benign
BENIGN_00371,840.57,5.3466,5,1,1,0,0,0,0,0.02,3.8601,0,0.0604,160.72,0,0,Benign
BENIGN_02379,2270.07,4.2238,5,1,0,0,56,0,0,0.19,5.2333,0,0.0533,38.44,0,0,Benign
MALWARE_01824,1047.48,7.3694,9,0,4,1,28,1,1,41.48,7.99,12,0.9521,26.12,1,1,WannaCry
BENIGN_01106,1786.64,3.8964,6,1,0,0,56,0,0,0.08,3.752,0,0.2451,207.81,0,0,Benign
MALWARE_00914,1350.87,7.3706,2,0,5,0,0,1,1,31.13,7.7819,11,0.8994,47.17,2,1,LockBit
MALWARE_01447,1059.94,7.505,7,0,2,2,28,1,0,67.93,7.7417,20,0.8991,36.84,3,1,Cerber
BENIGN_01337,890.27,2.9526,3,1,0,0,56,0,0,0.1,4.3162,0,0.05,117.4,0,0,Benign
BENIGN_02190,1200.54,4.4152,5,1,1,0,0,0,0,0.16,5.663,0,0.1268,78.37,0,0,Benign
MALWARE_02095,10.0,7.6356,7,0,2,0,28,1,1,67.44,7.7037,25,0.9711,9.81,3,1,LockBit
BENIGN_02320,1782.85,4.2604,6,1,1,0,0,0,0,0.37,3.9582,0,0.2097,109.69,0,0,Benign
MALWARE_02206,1223.45,7.4118,5,0,0,1,56,1,1,45.13,7.6352,24,0.8031,44.98,2,1,REvil
MALWARE_01211,1007.61,7.8995,5,0,5,0,0,1,1,50.39,7.8642,14,0.8681,23.04,1,1,Maze
MALWARE_02349,668.76,7.2597,5,0,3,1,0,1,1,54.65,7.4372,19,0.9884,37.42,2,1,REvil
BENIGN_01172,1000.9,5.1538,4,1,0,0,56,0,0,0.06,3.1266,0,0.1853,15.0,0,0,Benign
MALWARE_01826,1057.52,7.9756,5,0,7,1,28,1,1,42.71,7.7518,20,0.8922,73.68,1,1,Maze
MALWARE_00195,199.37,7.99,7,0,8,0,0,1,1,47.2,7.7668,16,0.8364,68.55,2,1,REvil
BENIGN_01423,1815.86,4.3791,6,1,1,0,56,0,0,0.01,3.4945,0,0.138,93.03,0,0,Benign
BENIGN_02342,2139.92,3.8964,4,0,0,0,56,0,0,0.45,4.4884,0,0.1691,78.96,0,0,Benign
MALWARE_00152,536.31,7.2691,7,1,8,1,0,1,1,34.15,7.866,13,0.9494,76.24,2,1,REvil
MALWARE_01656,625.07,7.2656,7,0,4,1,0,1,1,57.78,7.7546,15,0.7946,22.97,2,1,Maze
BENIGN_01465,2342.65,6.5041,5,0,3,1,84,0,0,0.02,5.0159,0,0.1464,75.69,0,0,Benign
BENIGN_00875,2286.99,4.6137,5,1,0,0,56,0,0,0.05,4.3699,0,0.1418,15.0,0,0,Benign
MALWARE_00840,799.48,7.1832,9,0,2,1,0,1,1,21.36,7.519,24,1.0,24.06,1,1,Maze
MALWARE_01841,244.17,7.445,5,0,3,0,0,1,1,5.0,7.4832,21,0.7696,37.47,1,1,LockBit
BENIGN_01252,1490.73,4.7377,5,1,1,0,56,0,0,0.05,4.2677,0,0.2714,38.45,0,0,Benign
BENIGN_02349,481.21,4.5319,3,1,2,0,0,0,0,0.01,4.2647,0,0.2403,152.35,0,0,Benign
BENIGN_00841,2443.24,3.6473,3,1,0,0,56,0,0,0.37,4.124,0,0.1059,49.03,1,0,Benign
MALWARE_02069,126.96,7.4029,7,0,3,1,0,1,1,63.98,7.6588,17,0.9038,44.16,3,1,REvil
BENIGN_00582,251.6,3.9641,4,1,0,0,84,0,0,0.04,5.2704,0,0.1732,156.98,0,0,Benign
BENIGN_00205,698.02,3.9186,4,1,0,0,56,0,0,0.31,3.8785,0,0.05,64.17,0,0,Benign
BENIGN_01642,1636.64,4.8277,3,0,2,0,56,0,0,0.13,3.9705,0,0.1976,129.31,0,0,Benign
BENIGN_02015,1770.21,4.2824,5,1,0,0,56,0,0,0.51,4.934,0,0.1009,111.22,0,0,Benign
BENIGN_00906,370.34,6.2649,4,1,0,0,0,0,0,0.07,4.6018,0,0.1683,115.69,0,0,Benign
BENIGN_00632,52.59,4.6793,6,1,0,0,84,0,0,0.34,3.7361,0,0.05,96.32,0,0,Benign
MALWARE_00865,893.28,7.3654,2,0,2,0,0,0,1,29.03,7.4283,15,1.0,79.42,3,1,Ryuk
BENIGN_01975,1143.94,3.7934,4,1,1,0,84,0,0,0.14,3.6951,0,0.1246,202.93,1,0,Benign
BENIGN_00163,1730.95,5.0083,6,1,0,0,56,0,0,0.24,3.6079,0,0.2686,107.34,0,0,Benign
MALWARE_00673,1287.75,7.2921,9,0,6,1,28,0,1,59.99,7.6965,21,1.0,50.3,2,1,LockBit
MALWARE_01113,666.21,7.886,7,0,4,0,56,1,1,90.98,7.3918,20,0.8703,53.53,1,1,WannaCry
MALWARE_02176,418.15,7.99,2,1,4,1,0,1,0,35.58,7.5969,26,0.7531,69.92,2,1,Maze
BENIGN_00618,1742.1,5.3493,5,1,0,0,56,0,0,0.08,4.6446,0,0.127,68.48,1,0,Benign
MALWARE_01569,399.37,7.5613,2,0,2,0,0,0,1,46.43,7.252,13,0.5566,66.78,2,1,Maze
BENIGN_01432,1228.53,3.7974,4,1,1,0,56,0,0,0.05,5.2636,0,0.1472,105.82,0,0,Benign
BENIGN_00548,1367.94,5.5787,4,1,0,0,56,0,0,0.06,4.5743,0,0.05,108.24,0,0,Benign
MALWARE_00835,781.52,7.704,5,0,4,0,0,0,1,34.54,7.682,21,0.7994,49.25,2,1,REvil
MALWARE_02047,543.7,7.4021,9,0,5,1,0,1,1,59.12,7.3771,22,0.873,80.01,3,1,Maze
MALWARE_01724,836.18,7.4829,2,0,1,1,0,1,1,59.4,7.8104,23,0.8661,62.41,3,1,WannaCry
BENIGN_02388,1690.48,5.6327,5,1,0,0,0,0,0,0.19,3.7575,0,0.2717,207.19,0,0,Benign
MALWARE_01744,325.19,7.6024,9,1,7,0,0,1,1,47.76,7.5624,18,0.7708,47.07,2,1,REvil
MALWARE_01496,201.83,7.1798,7,0,3,0,0,1,1,26.0,7.8777,18,0.8856,52.62,1,1,Ryuk
MALWARE_01566,804.06,7.0974,5,0,6,2,0,1,1,32.44,7.5756,21,0.7835,60.59,1,1,LockBit
BENIGN_01862,2059.65,3.5805,6,1,0,0,0,0,0,0.35,5.2174,0,0.0681,143.45,0,0,Benign
BENIGN_00641,360.8,4.405,5,1,0,0,56,0,0,0.02,3.7365,0,0.1454,44.31,0,0,Benign
MALWARE_01403,642.77,7.579,5,0,3,0,0,1,1,11.48,7.5096,12,0.8165,50.71,4,1,Cerber
BENIGN_00638,2465.27,4.8353,5,1,1,0,0,0,0,0.41,3.0985,0,0.1412,110.8,0,0,Benign
MALWARE_01763,724.77,7.8245,2,1,6,0,0,0,0,13.47,7.99,15,0.9611,67.38,1,1,LockBit
MALWARE_01411,605.07,7.5765,2,0,5,1,0,1,1,37.89,7.5714,25,0.8053,70.61,2,1,Ryuk
MALWARE_00487,879.41,7.6187,7,0,8,1,28,1,1,5.0,7.9417,12,0.9401,18.24,1,1,LockBit
BENIGN_02097,1820.05,4.6029,5,1,1,0,0,0,0,0.39,4.3713,0,0.2301,201.51,0,0,Benign
MALWARE_02112,943.7,7.2059,5,0,4,0,0,0,1,77.92,7.7896,11,0.8435,15.96,2,1,WannaCry
MALWARE_00576,284.61,7.352,5,0,3,1,28,1,1,58.61,7.7936,25,1.0,54.55,2,1,REvil
MALWARE_01175,949.24,7.2538,7,0,4,0,0,1,1,28.05,7.6101,22,0.8809,47.27,1,1,WannaCry
MALWARE_00342,199.09,7.6954,9,0,2,0,28,1,0,49.46,7.5596,25,0.8369,22.9,4,1,Ryuk
BENIGN_00922,1631.82,5.217,5,1,1,0,84,0,0,0.14,2.9494,0,0.1354,92.27,0,0,Benign
BENIGN_00547,473.9,5.3737,4,1,0,0,84,0,0,0.72,3.6445,0,0.1409,112.82,1,0,Benign
MALWARE_01167,1099.84,7.99,5,0,3,0,0,1,0,58.01,7.5635,26,0.8439,11.42,3,1,LockBit
BENIGN_01901,1042.01,5.5636,5,1,0,0,0,0,0,0.07,3.686,0,0.2208,185.49,0,0,Benign
BENIGN_02029,1749.78,4.3194,4,1,0,0,112,0,0,0.3,4.3232,0,0.1468,98.28,0,0,Benign
BENIGN_02302,2100.65,5.6669,3,1,1,0,112,0,0,0.65,3.8289,0,0.263,15.0,0,0,Benign
BENIGN_01886,1565.31,5.0389,3,1,0,0,112,0,0,0.26,4.9536,0,0.1572,86.99,0,0,Benign
BENIGN_01643,20.0,5.0129,5,1,0,0,112,0,0,0.24,4.4605,0,0.2297,206.14,0,0,Benign
MALWARE_01010,545.42,7.1145,9,0,3,1,0,1,0,72.13,7.5009,20,0.8139,35.67,1,1,REvil
MALWARE_02310,518.75,7.7134,2,0,2,1,0,1,1,68.59,7.8646,18,1.0,60.2,1,1,REvil
BENIGN_02098,575.34,4.259,5,0,1,0,84,0,0,0.1,2.6898,0,0.2178,128.8,1,0,Benign
MALWARE_01858,456.31,7.4762,7,0,5,0,56,1,1,34.54,7.6118,21,0.6396,46.97,2,1,Ryuk
MALWARE_01289,887.42,7.5842,5,0,3,1,0,1,1,32.99,7.7835,18,0.8197,41.76,2,1,Maze
MALWARE_01995,471.73,7.9574,2,0,3,1,56,1,1,46.09,7.9419,18,0.9953,76.71,1,1,Maze
MALWARE_02468,1246.26,7.3476,5,0,10,2,0,1,1,48.55,7.99,24,0.7615,61.74,2,1,WannaCry
BENIGN_00837,1303.2,5.1574,5,0,0,0,56,0,0,0.09,4.8789,0,0.0585,100.29,0,0,Benign
BENIGN_00602,1685.68,4.984,5,1,0,0,56,0,0,0.23,4.2741,0,0.0647,117.42,0,0,Benign
BENIGN_02185,3288.55,3.9436,4,1,1,0,84,0,0,0.11,4.1051,0,0.1663,146.76,1,0,Benign
MALWARE_01366,98.7,7.9484,7,0,3,1,28,1,1,60.11,7.3626,19,0.7978,52.93,2,1,Cerber
BENIGN_02482,2193.01,5.2641,3,1,0,0,112,0,0,0.13,2.8187,0,0.2185,77.0,1,0,Benign
MALWARE_01808,877.9,7.7035,9,0,4,0,0,1,1,55.29,7.5563,19,0.8252,52.59,1,1,WannaCry
BENIGN_01583,1433.53,3.8375,5,1,1,0,0,0,0,0.23,4.6248,0,0.3086,163.19,0,0,Benign
MALWARE_01767,346.01,7.3397,7,0,3,2,0,1,1,77.81,7.8248,31,0.7109,21.02,2,1,WannaCry
MALWARE_00034,715.91,7.6285,5,0,6,0,0,1,0,46.62,7.7041,23,0.9275,38.36,2,1,Cerber
MALWARE_00226,684.57,7.6808,7,0,2,0,28,1,1,27.37,7.3432,18,0.907,35.3,2,1,Ryuk
BENIGN_01071,1308.44,4.5815,5,1,0,0,56,0,0,0.05,4.5964,0,0.1687,105.18,1,0,Benign
BENIGN_01776,871.1,4.3939,4,1,0,0,112,0,0,0.05,4.0355,0,0.1206,101.3,0,0,Benign
MALWARE_02309,409.04,7.5791,7,0,5,0,0,0,1,59.36,7.99,15,0.8664,79.06,3,1,Maze
BENIGN_01284,2986.07,3.0452,4,0,0,0,56,0,0,0.3,3.9892,0,0.05,124.44,0,0,Benign
MALWARE_00551,1098.9,7.8941,5,0,3,0,0,1,1,56.28,7.85,15,0.8114,31.04,2,1,WannaCry
MALWARE_02254,783.74,7.4142,5,1,2,0,0,1,1,51.71,7.693,12,0.7784,44.9,1,1,Maze
BENIGN_01837,761.15,2.9123,5,1,0,0,56,0,0,0.13,4.4761,0,0.2856,107.28,0,0,Benign
MALWARE_01743,575.18,7.553,9,1,3,0,0,1,1,35.02,7.7781,14,0.8566,56.43,2,1,Ryuk
BENIGN_01020,2029.85,5.9429,5,1,0,0,0,0,0,0.27,3.8636,0,0.0846,126.15,0,0,Benign
MALWARE_01634,594.36,7.3333,7,0,6,0,0,1,1,82.22,7.99,15,0.7807,62.02,4,1,WannaCry
BENIGN_01327,1056.64,3.989,5,1,1,0,56,0,0,0.37,5.1049,0,0.1302,133.61,0,0,Benign
BENIGN_00476,2173.42,3.8247,3,0,0,0,0,0,0,0.17,4.1375,0,0.201,132.94,0,0,Benign
MALWARE_01772,613.3,7.9607,2,0,6,0,0,1,1,23.59,7.7068,22,0.8788,52.44,2,1,LockBit
BENIGN_01652,776.69,6.1935,4,1,0,0,56,0,0,0.02,3.661,0,0.1713,86.04,0,0,Benign
MALWARE_01499,375.62,7.3043,7,0,1,1,0,1,1,61.31,7.9129,25,0.8359,8.0,2,1,Ryuk
MALWARE_01968,572.27,7.7943,7,0,3,0,28,1,1,45.16,7.6656,16,0.8684,35.72,1,1,Maze
MALWARE_00111,10.0,7.99,9,0,5,2,0,1,1,57.16,7.7358,15,0.6989,15.62,2,1,REvil
BENIGN_02477,2046.55,5.0483,4,1,0,0,56,0,0,0.84,3.8972,0,0.1911,84.96,0,0,Benign
MALWARE_00084,729.71,7.5632,7,0,6,0,28,1,1,51.51,7.7056,19,0.8916,46.48,3,1,LockBit
BENIGN_01374,1165.75,6.4483,3,0,0,0,84,0,0,0.15,3.5592,0,0.1685,73.84,0,0,Benign
BENIGN_00740,1355.38,3.5047,6,1,0,0,0,0,0,0.09,4.5778,0,0.1344,83.7,0,0,Benign
MALWARE_01119,554.28,7.4397,2,0,3,0,28,1,1,27.17,7.7757,22,0.9412,51.82,1,1,Maze
BENIGN_02441,1462.01,4.9358,5,1,0,0,0,0,0,0.33,5.443,0,0.3442,80.98,0,0,Benign
BENIGN_00868,1936.31,5.5903,4,0,0,0,0,0,0,0.11,4.4755,0,0.26,149.77,0,0,Benign
BENIGN_01141,1883.61,5.2317,5,0,0,1,84,0,0,0.23,4.5658,0,0.1724,180.49,0,0,Benign
BENIGN_00998,20.0,4.9478,4,1,0,0,56,0,0,0.15,4.0513,0,0.1664,106.2,0,0,Benign
BENIGN_01338,59.43,5.5353,4,1,1,0,56,0,0,0.11,3.5644,0,0.1494,15.0,0,0,Benign
BENIGN_00542,1786.57,4.5101,4,1,0,0,0,0,0,0.11,4.6451,0,0.0668,141.05,1,0,Benign
BENIGN_01100,1592.19,5.3953,5,1,2,0,0,0,0,0.08,4.6243,0,0.05,115.64,0,0,Benign
BENIGN_01133,2957.82,4.7425,4,1,0,0,56,0,0,0.13,3.8464,0,0.1687,132.26,0,0,Benign
MALWARE_01565,720.54,7.6396,5,0,7,0,0,1,1,71.51,7.846,21,0.7767,66.87,1,1,Cerber
MALWARE_00216,667.63,7.5243,7,1,1,0,0,1,1,47.0,7.4993,22,0.7759,55.18,1,1,Ryuk
BENIGN_02259,2364.5,5.423,5,1,2,0,56,0,1,0.23,4.4336,0,0.2086,137.45,0,0,Benign
MALWARE_02251,218.32,7.1218,5,0,4,1,0,1,1,53.55,7.7974,25,0.7712,40.91,2,1,WannaCry
BENIGN_00060,20.0,5.7969,4,1,2,0,56,0,0,0.01,2.956,0,0.1888,81.37,0,0,Benign
MALWARE_00384,716.26,7.3591,7,0,9,0,0,0,1,54.89,7.8892,16,0.7686,60.33,1,1,Maze
BENIGN_01939,1887.19,5.1699,5,1,0,0,56,0,0,0.14,3.9567,0,0.1571,147.33,0,0,Benign
MALWARE_00077,450.7,7.1459,9,0,2,0,0,1,1,39.02,7.9662,22,0.9263,23.41,2,1,Ryuk
MALWARE_02437,176.26,7.1679,2,0,2,1,0,0,1,50.74,7.5296,12,0.7444,96.2,1,1,Ryuk
BENIGN_01079,1950.7,4.2242,4,1,0,0,112,0,0,0.14,4.3621,0,0.237,84.84,0,0,Benign
